訂單編號,會員編號,貨運公司編號,訂單日期,付款日期,送貨地址,Status
GPW-43956-761,09667-09231-YM,D002,2022-05-21 02:01:17.347725,2022-05-22 02:01:17.347725,新北市中和區華新街132巷13號,Shipped
DWY-56352-412,55427-08059-DF,D002,2024-06-14 02:01:17.347725,2024-06-17 02:01:17.347725,新北市新店區寶橋路238號,Shipped
PUH-55647-976,06624-54037-BQ,D003,2025-07-15 02:01:17.347725,2025-07-18 02:01:17.347725,新竹市東區明湖路29號,Shipped
DTB-71371-705,48544-90737-AZ,D001,2022-10-26 02:01:17.347725,2022-10-29 02:01:17.347725,彰化縣福興鄉福工路280號,Shipped
ZDC-64769-740,79463-01597-FQ,D002,2023-01-14 02:01:17.347725,2023-01-16 02:01:17.347725,高雄市小港區沿海一路197巷20號,Shipped
TED-81959-419,27702-50024-XC,D001,2022-12-19 02:01:17.347725,2022-12-22 02:01:17.347725,新北市板橋區龍泉街40號,Shipped
FDO-25756-141,57360-46846-NS,D003,2024-11-26 02:01:17.347725,2024-11-28 02:01:17.347725,新北市汐止區福德一路5巷3號,Shipped
HKN-31467-517,84045-66771-SL,D005,2025-02-16 02:01:17.347725,2025-02-17 02:01:17.347725,高雄市三民區鼎力路273號,Shipped
POF-29666-012,46885-00260-TL,D001,2022-07-25 02:01:17.347725,2022-07-26 02:01:17.347725,台北市中山區合江街231號,Shipped
IRX-59256-644,96446-62142-EN,D003,2025-04-02 02:01:17.347725,2025-04-03 02:01:17.347725,雲林縣斗六市斗工十路190號,Shipped
LTN-89139-350,07756-71018-GU,D005,2022-10-20 02:01:17.347725,2022-10-23 02:01:17.347725,新北市樹林區大成路5號,Shipped
TXF-79780-017,92048-47813-QB,D002,2023-11-07 02:01:17.347725,2023-11-09 02:01:17.347725,高雄市大寮區新厝路197巷22號6樓,Shipped
ALM-80762-974,84045-66771-SL,D003,2023-07-17 02:01:17.347725,2023-07-20 02:01:17.347725,高雄市三民區鼎力路273號,Shipped
NXF-15738-707,28699-16256-XV,D004,2023-05-21 02:01:17.347725,2023-05-23 02:01:17.347725,宜蘭縣礁溪鄉健康路28號,Shipped
MVV-19034-198,98476-63654-CG,D002,2023-09-24 02:01:17.347725,2023-09-25 02:01:17.347725,新北市土城區明德路一段207號,Shipped
KUX-19632-830,55409-07759-YG,D002,2024-11-12 02:01:17.347725,2024-11-15 02:01:17.347725,新北市板橋區四川路一段295號,Shipped
SNZ-44595-152,06136-65250-PG,D001,2025-12-05 02:01:17.347725,2025-12-08 02:01:17.347725,台東縣台東市開封街19號,Shipped
GQA-37241-629,08405-33165-BS,D005,2023-04-26 02:01:17.347725,2023-04-28 02:01:17.347725,桃園市八德區忠勇街166巷8號1樓,Shipped
WVV-79948-067,66070-30559-WI,D005,2024-05-13 02:01:17.347725,2024-05-14 02:01:17.347725,台北市北投區中和街27巷15號,Shipped
LHX-81117-166,01282-28364-RZ,D003,2025-04-25 02:01:17.347725,2025-04-28 02:01:17.347725,桃園市大園區航勤南路42巷7號7樓,Shipped
GCD-75444-320,51277-93873-RP,D005,2023-08-28 02:01:17.347725,2023-08-30 02:01:17.347725,台中市神岡區昌平路五段286號,Shipped
SGA-30059-217,84405-83364-DG,D004,2024-06-15 02:01:17.347725,2024-06-17 02:01:17.347725,高雄市仁武區八德西路270號,Shipped
GNL-98714-885,83731-53280-YC,D002,2023-07-01 02:01:17.347725,2023-07-04 02:01:17.347725,台中市北屯區太順路117巷25號1樓,Shipped
OQA-93249-841,03917-13632-KC,D003,2022-07-29 02:01:17.347725,2022-08-01 02:01:17.347725,新北市中和區保健路227號,Shipped
DUV-12075-132,62494-09113-RP,D001,2025-09-29 02:01:17.347725,2025-09-30 02:01:17.347725,台北市文山區木柵路二段89號,Shipped
KPO-24942-184,70567-65133-CN,D001,2024-07-14 02:01:17.347725,2024-07-17 02:01:17.347725,桃園市蘆竹區大竹路100號,Shipped
SRJ-79353-838,77869-81373-AY,D001,2025-04-13 02:01:17.347725,2025-04-15 02:01:17.347725,新北市金山區中正路27號,Shipped
XBV-40336-071,38536-98293-JZ,D003,2024-06-12 02:01:17.347725,2024-06-14 02:01:17.347725,高雄市岡山區筧橋路131號,Shipped
RLM-96511-467,43014-53743-XK,D004,2023-05-01 02:01:17.347725,2023-05-03 02:01:17.347725,台中市東勢區石城街2巷17號5樓,Shipped
AEZ-13242-456,62494-09113-RP,D005,2025-08-27 02:01:17.347725,2025-08-29 02:01:17.347725,台北市文山區木柵路二段89號,Shipped
UME-75640-698,62494-09113-RP,D002,2023-02-03 02:01:17.347725,2023-02-06 02:01:17.347725,台北市文山區木柵路二段89號,Shipped
GJC-66474-557,64965-78386-MY,D002,2024-11-26 02:01:17.347725,2024-11-27 02:01:17.347725,台中市太平區宜欣路185號,Shipped
IRV-20769-219,77131-58092-GE,D004,2024-02-08 02:01:17.347725,2024-02-10 02:01:17.347725,桃園市大園區航勤南路42巷7號7樓,Shipped
